,duration,stim_type
0,2.0,triangle
1,1.8,NULL
2,2.0,square
3,1.1,NULL
4,2.0,line
5,1.1,NULL
6,2.0,square
7,1.3,NULL
8,2.0,line
9,1.4,NULL
10,2.0,square
11,1.5,NULL
12,2.0,circle
13,1.3,NULL
14,2.0,circle
15,1.8,NULL
16,2.0,line
17,1.1,NULL
18,2.0,square
19,1.6,NULL
20,2.0,triangle
21,1.1,NULL
22,2.0,line
23,1.6,NULL
24,2.0,triangle
25,1.3,NULL
26,2.0,triangle
27,1.9,NULL
28,2.0,circle
29,1.4,NULL
30,2.0,circle
31,1.9,NULL
32,2.0,square
33,1.3,NULL
34,2.0,line
35,1.2,NULL
36,2.0,circle
37,1.6,NULL
38,2.0,triangle
39,1.2,NULL
